,Title,Price,Processor,Ram(GBs),Storage(GBs),Display(cm),Operating System,Brand,Processor Brand
231,Lenovo 7235HS AMD Core 5 RYZEN 5 7235HS - (12 GB + 16 GB Optane/512 GB SSD/Windows 11 Home/6 GB Graphi...,71900.0,AMD Core 5 Processor,12,512,39.62,1,LENOVO,AMD
232,HP Intel Core 7 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5050) 15-fa2409TX G...,110990.0,Intel Core 7 Processor,24,1024,39.62,1,HP,INTEL
233,MSI Katana A15 AI AMD Ryzen 9 Octa Core AMD Ryzen™ 9 8945HS - (16 GB/512 GB SSD/Windows 11 Home/8 GB G...,115990.0,AMD Ryzen 9 Octa Core Processor,16,512,39.62,1,MSI,AMD
234,MSI Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,68990.0,Intel Core i7 Processor (12th Gen),16,512,39.62,1,MSI,INTEL
235,Acer Aspire 7 Intel Core 7 - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) ...,99999.0,Intel Core 7 Processor,16,512,39.62,1,ACER,INTEL
236,HP Omen Ryzen 7 AMD Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,91990.0,AMD Ryzen 7 Octa Core Processor,16,512,40.89,1,HP,AMD
237,Acer Predator Helios Neo 16 Intel Core i9 14th Gen 14900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Grap...,167999.0,Intel Core i9 Processor (14th Gen),16,1024,40.64,1,ACER,INTEL
238,ASUS AMD Ryzen 7 Octa Core 4th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RT...,70990.0,AMD Ryzen 7 Octa Core Processor (4th Gen),16,512,39.62,1,ASUS,AMD
239,ASUS VIVOBOOK 14X Intel Core i9 13th Gen i9-13900H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVI...,138990.0,Intel Core i9 Processor (13th Gen),16,1024,35.56,1,ASUS,INTEL
240,Acer Nitro 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,79990.0,Intel Core i5 Processor (12th Gen),16,512,39.62,1,ACER,INTEL
241,HP Envy Intel Core i5 10th Gen 10300H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,139900.0,Intel Core i5 Processor (10th Gen),16,512,39.62,1,HP,INTEL
242,Acer Nitro 5 AMD Ryzen 7 Octa Core 7735HS - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,98999.0,AMD Ryzen 7 Octa Core Processor,8,512,39.62,1,ACER,AMD
243,Lenovo Ideapad Gaming 3 AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,72990.0,AMD Ryzen 5 Hexa Core Processor,16,512,39.62,1,LENOVO,AMD
244,Acer Nitro 5 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,72999.0,Intel Core i5 Processor (12th Gen),8,512,39.62,1,ACER,INTEL
245,Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core AMD R7-5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Gr...,77990.0,AMD Ryzen 7 Octa Core Processor,16,512,39.62,1,LENOVO,AMD
246,Lenovo IdeaPad Gaming 3 AMD Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/...,85990.0,AMD Ryzen 7 Octa Core Processor,16,512,39.62,1,LENOVO,AMD
247,Acer Nitro 5 Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,107990.0,Intel Core i7 Processor (12th Gen),16,512,39.62,1,ACER,INTEL
248,HP OMEN AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,114000.0,AMD Ryzen 7 Octa Core Processor,16,1024,40.89,1,HP,AMD
249,HP Intel Core 5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX NVIDIA® ...,85990.0,Intel Core 5 Processor (13th Gen),16,512,39.62,1,HP,INTEL
250,Acer Nitro 5 Intel Core i5 8th Gen 8300H - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,66890.0,Intel Core i5 Processor (8th Gen),8,1024,39.62,1,ACER,INTEL
251,MSI Stealth 16 Mercedes AMG Intel Core i9 13th Gen 13900H - (32 GB/1 TB SSD/Windows 11 Pro/8 GB Graphi...,288200.0,Intel Core i9 Processor (13th Gen),32,1024,40.64,1,MSI,INTEL
252,MSI Raider GE66 Intel Core i7 12th Gen 12700H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA G...,244990.0,Intel Core i7 Processor (12th Gen),16,1024,39.62,1,MSI,INTEL
253,Lenovo AMD Ryzen 7 Octa Core - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX GTX ...,78990.0,AMD Ryzen 7 Octa Core Processor,16,512,39.62,1,LENOVO,AMD
254,HP Victus AMD Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,58990.0,AMD Ryzen 5 Hexa Core Processor,8,512,39.62,1,HP,AMD
255,HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,83990.0,Intel Core i5 Processor (13th Gen),16,512,39.62,1,HP,INTEL
256,ASUS ROG Strix G16 (2025) AI PC with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/1 TB ...,275990.0,Intel Core Ultra 9 Processor,32,1024,40.64,1,ASUS,INTEL
257,HP Victus AI Powered AMD Ryzen 7 Octa Core 7840HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NV...,79500.0,AMD Ryzen 7 Octa Core Processor,16,512,40.89,1,HP,AMD
258,Lenovo Legion Pro 5 Intel Core Ultra 7 255HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,265890.0,Intel Core Ultra 7 Processor,32,1024,40.64,1,LENOVO,INTEL
259,Acer Predator Helios Neo 16S AI Intel Core Ultra 7 255 HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graph...,174999.0,Intel Core Ultra 7 Processor,16,1024,40.64,1,ACER,INTEL
260,Lenovo IdeaPad Pro 5 AMD Ryzen 7 Octa Core 8845HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVID...,128990.0,AMD Ryzen 7 Octa Core Processor,16,1024,40.64,1,LENOVO,AMD
261,MSI Stealth 17 Intel Core i7 13th Gen 13700H - (16 GB/2 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,347990.0,Intel Core i7 Processor (13th Gen),16,2048,43.94,1,MSI,INTEL
262,Acer Predator Helios Neo 16S AI Intel Core Ultra 7 - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,194990.0,Intel Core Ultra 7 Processor,16,1024,40.64,1,ACER,INTEL
263,DELL 18 Area 51 Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA GeFor...,316990.0,Intel Core Ultra 9 Processor,32,1024,45.72,1,DELL,INTEL
264,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RT...,137142.0,AMD Ryzen 7 Octa Core Processor,16,1024,40.89,1,HP,AMD
265,MSI Vector GP78HX Intel Core i9 13th Gen 13980HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVID...,409990.0,Intel Core i9 Processor (13th Gen),32,2048,43.18,1,MSI,INTEL
266,Acer NITRO LITE 16 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,79990.0,Intel Core i5 Processor (13th Gen),16,512,40.64,1,ACER,INTEL
267,ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD/...,184990.0,AMD Ryzen 9 16 Core Processor,16,1024,40.64,1,ASUS,AMD
268,MSI Vector GP68HX Intel Core i9 13th Gen 13980HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVID...,335990.0,Intel Core i9 Processor (13th Gen),32,1024,40.64,1,MSI,INTEL
269,MSI Creator Z17 HX Studio Intel Core i7 14th Gen 14700HX - (32 GB/2 TB SSD/Windows 11 Pro/8 GB Graphic...,249990.0,Intel Core i7 Processor (14th Gen),32,2048,43.18,1,MSI,INTEL
270,MSI Stealth 16 AI Studio Intel Core Ultra 9 185H - (32 GB/2 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,229990.0,Intel Core Ultra 9 Processor,32,2048,40.64,1,MSI,INTEL
271,MSI Creator Z17 HX Studio Intel Core i7 14th Gen 14700HX - (32 GB/2 TB SSD/Windows 11 Pro/8 GB Graphic...,259990.0,Intel Core i7 Processor (14th Gen),32,2048,43.18,1,MSI,INTEL
272,ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* Intel Core i7 14th Gen 14650HX - (16 GB/1 TB ...,169990.0,Intel Core i7 Processor (14th Gen),16,1024,40.64,1,ASUS,INTEL
273,DELL Alienware Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,214990.0,Intel Core Ultra 9 Processor,32,1024,40.64,1,DELL,INTEL
274,MSI Pulse 17 AI Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,182990.0,Intel Core Ultra 9 Processor,32,1024,43.18,1,MSI,INTEL
275,MSI Pulse 16 AI PC Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,179990.0,Intel Core Ultra 9 Processor,32,1024,40.64,1,MSI,INTEL
276,DELL 16 Area 51 Intel Core Ultra 9 275HX - (64 GB/2 TB SSD/Windows 11 Home/24 GB Graphics/NVIDIA GeFor...,472990.0,Intel Core Ultra 9 Processor,64,2048,40.64,1,DELL,INTEL
277,MSI Pulse 16 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,142990.0,Intel Core Ultra 7 Processor,16,1024,40.64,1,MSI,INTEL
278,ASUS ROG Strix SCAR 18 (2025) AI PC with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (64 GB/2...,449990.0,Intel Core Ultra 9 Processor,64,2048,45.72,1,ASUS,INTEL
279,ASUS ROG Zephyrus G16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 285H - (32 GB/2 TB SSD/...,359990.0,Intel Core Ultra 9 Processor,32,2048,40.64,1,ASUS,INTEL
280,MSI Pulse 17 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,164990.0,Intel Core Ultra 7 Processor,16,1024,43.18,1,MSI,INTEL
281,DELL Alienware Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,217990.0,Intel Core Ultra 9 Processor,32,1024,40.64,1,DELL,INTEL
282,DELL Alienware Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,288490.0,Intel Core Ultra 9 Processor,32,1024,40.64,1,DELL,INTEL
283,HP Victus Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,78990.0,Intel Core i7 Processor (12th Gen),16,512,39.62,1,HP,INTEL
284,MSI Crosshair A16 HX AMD Ryzen 9 16 Core 8940HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,159990.0,AMD Ryzen 9 16 Core Processor,16,1024,40.64,1,MSI,AMD
285,HP OMEN MAX Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeForce R...,309990.0,Intel Core Ultra 9 Processor,32,1024,40.64,1,HP,INTEL
286,HP Intel Core i7 13th Gen 13700HX - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX...,174227.0,Intel Core i7 Processor (13th Gen),16,512,43.94,1,HP,INTEL
287,HP Victus Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,95746.0,Intel Core i7 Processor (12th Gen),16,1024,39.62,1,HP,INTEL
288,Acer Predator Helios Neo 16S AI Intel Core Ultra 9 - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,204999.0,Intel Core Ultra 9 Processor,16,1024,40.64,1,ACER,INTEL
289,MSI Pulse 15 Intel Core i7 13th Gen 13700H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,190990.0,Intel Core i7 Processor (13th Gen),16,1024,39.62,1,MSI,INTEL
290,HP Victus Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,74500.0,Intel Core i5 Processor (13th Gen),16,1024,39.62,1,HP,INTEL
291,MSI Vector 16 HX Intel Core i7 14th Gen 14700HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,189990.0,Intel Core i7 Processor (14th Gen),32,1024,40.64,1,MSI,INTEL
292,MSI Stealth GS66 Intel Core i7 12th Gen 12700H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,274990.0,Intel Core i7 Processor (12th Gen),32,1024,39.62,1,MSI,INTEL
293,Lenovo AMD Ryzen AI 5 Hexa Core 7th Gen - (12 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,72599.0,AMD Ryzen AI 5 Hexa Core Processor (7th Gen),12,512,39.62,1,LENOVO,AMD
294,MSI Stealth 16 Studio AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NV...,174990.0,Intel Core Ultra 7 Processor,32,1024,40.64,1,MSI,INTEL
295,Lenovo IdeaPad Gaming 3 Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphic...,115990.0,Intel Core i7 Processor (12th Gen),16,512,40.64,1,LENOVO,INTEL
296,DELL 18 Area 51 Intel Core Ultra 9 275HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeFor...,406490.0,Intel Core Ultra 9 Processor,32,2048,45.72,1,DELL,INTEL
297,HP VICTUS 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,73990.0,Intel Core i5 Processor (12th Gen),16,512,39.62,1,HP,INTEL
298,MSI Stealth 15 Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,141990.0,Intel Core i7 Processor (13th Gen),16,1024,39.62,1,MSI,INTEL
299,DELL G15 Intel Core i5 13450HX - (8 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 305...,67890.0,Intel Core i5 Processor,8,512,39.62,1,DELL,INTEL
300,MSI Crosshair 16 HX AI Intel Core Ultra 7 255HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,189990.0,Intel Core Ultra 7 Processor,16,1024,40.64,1,MSI,INTEL
301,Lenovo Legion 7i Intel Core i7 10th Gen 10875H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA ...,198990.0,Intel Core i7 Processor (10th Gen),16,1024,39.62,1,LENOVO,INTEL
302,Lenovo Legion 5 Intel Core i7 14th Gen 14650HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,169999.0,Intel Core i7 Processor (14th Gen),16,1024,40.64,1,LENOVO,INTEL
303,HP OMEN AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,115990.0,AMD Ryzen 7 Octa Core Processor,16,1024,40.89,1,HP,AMD
304,HP Victus Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,106899.0,Intel Core i5 Processor (13th Gen),16,512,39.62,1,HP,INTEL
305,Lenovo Legion 7i Intel Core i7 10th Gen 10875H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA ...,245990.0,Intel Core i7 Processor (10th Gen),16,1024,39.62,1,LENOVO,INTEL
306,Acer Aspire 3D 15 SpatialLabs Edition Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Hom...,149990.0,Intel Core i5 Processor (13th Gen),16,512,39.62,1,ACER,INTEL
307,ASUS ROG Strix G16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Wi...,249990.0,Intel Core Ultra 9 Processor,32,1024,40.64,1,ASUS,INTEL
308,MSI Stealth 14 Studio AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NV...,169990.0,Intel Core Ultra 7 Processor,16,1024,35.56,1,MSI,INTEL
309,MSI Stealth 15 Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA Ge...,209990.0,Intel Core i7 Processor (13th Gen),16,1024,39.62,1,MSI,INTEL
310,MSI Crosshair 16 HX AI Intel Core Ultra 7 255HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,179990.0,Intel Core Ultra 7 Processor,16,1024,40.64,1,MSI,INTEL
311,MSI Stealth 14 AI Studio Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,209990.0,Intel Core Ultra 7 Processor,32,1024,35.56,1,MSI,INTEL
312,DELL 16 Area 51 Intel Core Ultra 9 275HX - (32 GB/2 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA GeFor...,396490.0,Intel Core Ultra 9 Processor,32,2048,40.64,1,DELL,INTEL
313,MSI Stealth 16 Studio Intel Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NV...,244990.0,Intel Core i7 Processor (13th Gen),32,1024,40.64,1,MSI,INTEL
314,ASUS TUF Gaming A17 AMD Ryzen 7 Octa Core 4800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Grap...,92990.0,AMD Ryzen 7 Octa Core Processor,16,1024,43.94,1,ASUS,AMD
315,DELL 16 Area 51 Intel Core Ultra 9 275HX - (32 GB/1 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA GeFor...,311990.0,Intel Core Ultra 9 Processor,32,1024,40.64,1,DELL,INTEL
316,DELL Intel Core i5 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3050) ...,80517.0,Intel Core i5 Processor,16,512,39.62,1,DELL,INTEL
317,"ASUS Vivobook 14X OLED For Creator, Intel H Series Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/W...",73499.0,Intel Core i5 Processor (13th Gen),16,512,35.56,1,ASUS,INTEL
318,MSI Creator Z16 Intel Core i9 11th Gen 11900H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA G...,225990.0,Intel Core i9 Processor (11th Gen),16,1024,40.64,1,MSI,INTEL
319,ASUS TUF Gaming A17 AMD Ryzen 7 Octa Core 4800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Grap...,90990.0,AMD Ryzen 7 Octa Core Processor,16,1024,43.94,1,ASUS,AMD
320,HP OMEN Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,110800.0,Intel Core i5 Processor (13th Gen),16,512,40.89,1,HP,INTEL
321,ASUS ROG Strix Scar 16 Intel Core i9 14th Gen 14900HX - (32 GB/2 TB SSD/Windows 11 Home/12 GB Graphics...,279990.0,Intel Core i9 Processor (14th Gen),32,2048,40.64,1,ASUS,INTEL
322,ASUS ROG Strix SCAR 16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/2 TB SS...,399990.0,Intel Core Ultra 9 Processor,32,2048,40.64,1,ASUS,INTEL
323,HP Victus Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,98990.0,Intel Core i7 Processor (12th Gen),16,512,39.62,1,HP,INTEL
324,HP OMEN Intel Core i7 13th Gen 13700HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,176108.0,Intel Core i7 Processor (13th Gen),16,512,40.64,1,HP,INTEL
325,HP OMEN Intel Core i7 13th Gen 13700HX - (16 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForc...,168500.0,Intel Core i7 Processor (13th Gen),16,512,40.89,1,HP,INTEL
326,DELL G3 15 3000 Series Intel Core i5 8th Gen 8300H - (8 GB + 16 GB Optane/1 TB HDD/Windows 10 Home/4 G...,63990.0,Intel Core i5 Processor (8th Gen),8,1024,39.62,1,DELL,INTEL
327,Lenovo i5 H Series Intel Core i5 11th Gen 11320H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,59990.0,Intel Core i5 Processor (11th Gen),8,512,39.62,1,LENOVO,INTEL
328,HP Victus Intel Core i7 13th Gen 13620H - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,110990.0,Intel Core i7 Processor (13th Gen),24,1024,39.62,1,HP,INTEL
329,"ASUS Gaming V16 (2025) for Creator with Office 2024 + M365 Basic*, AI PC(i5 14th gen) Intel Core 5 210...",106990.0,Intel Core 5 Processor,16,512,40.64,1,ASUS,INTEL
330,ASUS ROG Zephyrus G15 (2021) AMD Ryzen 7 Octa Core 5800HS - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graph...,137990.0,AMD Ryzen 7 Octa Core Processor,16,1024,39.62,1,ASUS,AMD
331,HP OMEN Intel Core i9 13th Gen 13900HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,135000.0,Intel Core i9 Processor (13th Gen),16,1024,40.89,1,HP,INTEL
332,ASUS ROG Strix SCAR 16 (2025) with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (32 GB/2 TB SS...,449990.0,Intel Core Ultra 9 Processor,32,2048,40.64,1,ASUS,INTEL
333,HP Omen Intel Core i7 13th Gen 13620H - (16 GB/1 TB SSD/Windows 11 Pro/8 GB Graphics/NVIDIA GeForce RT...,122000.0,Intel Core i7 Processor (13th Gen),16,1024,40.89,1,HP,INTEL
334,HP Victus Intel Core i5 11th Gen 11400H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,66990.0,Intel Core i5 Processor (11th Gen),8,512,40.89,1,HP,INTEL
335,DELL Alienware Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce ...,153990.0,Intel Core Ultra 7 Processor,16,1024,40.64,1,DELL,INTEL
336,Acer Swift X Intel Core i7 11th Gen 11390H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,134999.0,Intel Core i7 Processor (11th Gen),16,1024,40.89,1,ACER,INTEL
337,DELL Intel Core i7 13650HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) ...,135000.0,Intel Core i7 Processor,16,512,39.62,1,DELL,INTEL
338,ASUS ROG Zephyrus G15 AMD Ryzen 9 Octa Core AMD R9-6900HS - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graph...,169990.0,AMD Ryzen 9 Octa Core Processor,16,1024,39.62,1,ASUS,AMD
339,Acer Predator Helios Neo 14 AI PC Intel Core Ultra 7 155H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graph...,139990.0,Intel Core Ultra 7 Processor,16,1024,36.83,1,ACER,INTEL
340,MSI Titan 18 HX AI Intel Core Ultra 9 285HX - (64 GB/6 TB SSD/Windows 11 Home/24 GB Graphics/NVIDIA Ge...,612990.0,Intel Core Ultra 9 Processor,64,6144,45.72,1,MSI,INTEL
341,ASUS ROG Zephyrus G15 AMD Ryzen 9 Octa Core AMD R9-5900HS - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graph...,135999.0,AMD Ryzen 9 Octa Core Processor,16,1024,39.62,1,ASUS,AMD
342,DELL AMD Ryzen 7 Octa Core 6800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX ...,126990.0,AMD Ryzen 7 Octa Core Processor,16,512,39.62,1,DELL,AMD
343,ASUS ROG Zephyrus G14 (2025) with Office 2024 + M365 Basic* AMD Ryzen AI 9 12 Core HX 370 - (32 GB/2 T...,280311.0,AMD Ryzen AI 9 12 Core Processor,32,2048,35.56,1,ASUS,AMD
344,HP OMEN Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce ...,192972.0,Intel Core i7 Processor (13th Gen),16,1024,40.64,1,HP,INTEL
345,HP OMEN Intel Core i7 11th Gen 11800H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce R...,167990.0,Intel Core i7 Processor (11th Gen),16,1024,40.89,1,HP,INTEL
346,MSI Vector 17 HX AI Intel Core Ultra 9 275HX - (32 GB/2 TB SSD/Windows 11 Home/12 GB Graphics/NVIDIA G...,267990.0,Intel Core Ultra 9 Processor,32,2048,43.18,1,MSI,INTEL
