Title,Price,Predicted_Price,Arbitrage
Lenovo LOQ Intel Core i5 13th Gen 13450HX - (24 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,78990.0,176339.85504599597,97349.85504599597
Infinix GT Series Intel Core i9 13th Gen 13900H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,149990.0,241585.01881613425,91595.01881613425
HP Intel Core Ultra 7 - (24 GB/1 TB SSD/Windows 11 Home) 14-ep1181TU Thin and Light Laptop,84990.0,176339.85504599597,91349.85504599597
HP Victus Intel Core i5 14th Gen 14450HX - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,89990.0,176339.85504599597,86349.85504599597
MSI Stealth 16 Studio Intel Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NV...,159990.0,241585.01881613425,81595.01881613425
Lenovo Intel Core i5 13th Gen - (24 GB/512 GB SSD/Windows 11 Home/NVIDIA GeForce RTX RTX 3050 6GB) 83D...,94990.0,176339.85504599597,81349.85504599597
HP Victus AMD Ryzen 7 Octa Core 260 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX...,99990.0,176339.85504599597,76349.85504599597
MSI Raider 18 HX AI Intel Core Ultra 9 285HX - (64 GB/4 TB SSD/Windows 11 Home/16 GB Graphics/NVIDIA G...,429990.0,502565.6738966874,72575.6738966874
Acer 3 Years Warranty Aspire 3 (2025) Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home...,38590.0,111094.69127585771,72504.69127585771
HP 255R G10 (2025) Professional AMD Ryzen 3 Quad Core 7335U - (16 GB/512 GB SSD/Windows 11 Pro) 255R G...,38990.0,111094.69127585771,72104.69127585771
Acer Aspire 3 (2025) Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home) Aspire 3 A325-5...,38990.0,111094.69127585771,72104.69127585771
Lenovo LOQ Intel Core i7 13th Gen 13650HX - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeF...,104990.0,176339.85504599597,71349.85504599597
ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme - (16 GB/512 GB SSD/Windows 11 Home) RC71L-NH001W Handhel...,39990.0,111094.69127585771,71104.69127585771
HP 255R G10 (2025) Professional AMD Ryzen 3 Quad Core 7335U - (16 GB/512 GB SSD/Windows 11 Home) 255R ...,39990.0,111094.69127585771,71104.69127585771
Acer 3 Years Warranty Aspire 3 (2025) Intel Core i3 13th Gen 1305U - (16 GB/512 GB SSD/Windows 11 Home...,39990.0,111094.69127585771,71104.69127585771
MSI Crosshair 16 HX Intel Core i7 14th Gen 14700HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVI...,171990.0,241585.01881613425,69595.01881613425
HP 15 (2025) AMD Ryzen 3 Quad Core 7320U - (16 GB/512 GB SSD/Windows 11 Home) 15 Thin and Light Laptop,41990.0,111094.69127585771,69104.69127585771
HP 15R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light ...,42799.0,111094.69127585771,68295.69127585771
HP 15 (2025) AMD Ryzen 3 Quad Core 7320U - (16 GB/512 GB SSD/Windows 11 Home) 15 Thin and Light Laptop,42990.0,111094.69127585771,68104.69127585771
Lenovo AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce R...,109000.0,176339.85504599597,67339.85504599597
MSI Stealth 16 Studio AI PC Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NV...,174990.0,241585.01881613425,66595.01881613425
HP 15R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Home) 15R G9 Thin and Light ...,45497.0,111094.69127585771,65597.69127585771
HP Victus Intel Core i7 13th Gen 13620H - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,110990.0,176339.85504599597,65349.855045995966
HP Intel Core 7 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5050) 15-fa2409TX G...,110990.0,176339.85504599597,65349.855045995966
Acer TravelLite (2025) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) TL04-51M Thin...,47600.0,111094.69127585771,63494.69127585771
Acer Aspire 3 (2025) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Aspire 3 A325-5...,47690.0,111094.69127585771,63404.69127585771
Acer Aspire Lite (2025) AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) AL15-41 Thin ...,47990.0,111094.69127585771,63104.69127585771
Lenovo LOQ Intel Core i7 13th Gen Intel® Core i7-13650HX - (24 GB/512 GB SSD/Windows 11 Home/8 GB Grap...,113890.0,176339.85504599597,62449.855045995966
MSI Pulse 16 AI PC Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFo...,179990.0,241585.01881613425,61595.01881613425
Lenovo LOQ 2025 AMD Ryzen 7 Octa Core 250 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,115990.0,176339.85504599597,60349.855045995966
Acer 3 Years Warranty Aspire Lite (2025) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 H...,50990.0,111094.69127585771,60104.69127585771
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 H...,50990.0,111094.69127585771,60104.69127585771
MSI Pulse 17 AI Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce...,182990.0,241585.01881613425,58595.01881613425
ASUS ROG Strix SCAR 15 (2021) AMD Ryzen 9 Octa Core 5900HX - (32 GB/1 TB SSD/Windows 10 Home/8 GB Grap...,184990.0,241585.01881613425,56595.01881613425
HP Intel Core 7 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5060) 15-fa2405TX G...,119990.0,176339.85504599597,56349.855045995966
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,55990.0,111094.69127585771,55104.69127585771
HP OMEN Intel Core 7 240H - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 5050) 16-...,122990.0,176339.85504599597,53349.855045995966
MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,57990.0,111094.69127585771,53104.69127585771
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,57990.0,111094.69127585771,53104.69127585771
ASUS ROG Strix SCAR 18 (2025) AI PC with Office 2024 + M365 Basic* Intel Core Ultra 9 275HX - (64 GB/2...,449990.0,502565.6738966874,52575.673896687396
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,58990.0,111094.69127585771,52104.69127585771
MSI Vector 16 HX Intel Core i7 14th Gen 14700HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,189990.0,241585.01881613425,51595.01881613425
Acer NITRO LITE 16 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,59990.0,111094.69127585771,51104.69127585771
Acer Aspire 7 Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,59999.0,111094.69127585771,51095.69127585771
HP Victus AMD Ryzen 7 Hexa Core 7445HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,59999.0,111094.69127585771,51095.69127585771
Acer Swift X Intel Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) SFX16-51...,60899.0,111094.69127585771,50195.69127585771
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,60990.0,111094.69127585771,50104.69127585771
HP Victus AI 31 TOPS AMD Ryzen 5 Hexa Core 8645HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,60990.0,111094.69127585771,50104.69127585771
Lenovo LOQ Essential Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,62000.0,111094.69127585771,49094.69127585771
HP Intel Core i7 14th Gen - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX RTX 40 Se...,128001.0,176339.85504599597,48338.855045995966
MSI Thin A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,62990.0,111094.69127585771,48104.69127585771
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,62990.0,111094.69127585771,48104.69127585771
Acer Nitro V AMD Ryzen 5 Hexa Core 6600H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFo...,62990.0,111094.69127585771,48104.69127585771
Lenovo IdeaPad Slim 5i Intel Core i5 11th Gen 1135G7 - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics...,62999.0,111094.69127585771,48095.69127585771
Lenovo Legion Pro 5 AMD Ryzen 9 16 Core 9955HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,194990.0,241585.01881613425,46595.01881613425
HP Victus AMD Ryzen 5 Hexa Core 8645HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,64599.0,111094.69127585771,46495.69127585771
Acer Aspire 5 Gaming Intel Core i5 12th Gen 1240P - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,64990.0,111094.69127585771,46104.69127585771
ASUS TUF Gaming F15 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,64990.0,111094.69127585771,46104.69127585771
"ASUS Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic, Intel Core i5 13th Gen 13420H - (1...",65465.0,111094.69127585771,45629.69127585771
Acer ALG Intel Core i5 13th Gen Core i5-13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics) AL15...,65800.0,111094.69127585771,45294.69127585771
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",65990.0,111094.69127585771,45104.69127585771
HP AMD Ryzen 5 Octa Core 8th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX ...,65990.0,111094.69127585771,45104.69127585771
HP Victus 15 AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon ...,65990.0,111094.69127585771,45104.69127585771
Acer Nitro 5 Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,65999.0,111094.69127585771,45095.69127585771
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,66990.0,111094.69127585771,44104.69127585771
MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,66990.0,111094.69127585771,44104.69127585771
Lenovo IdeaPad Slim 3 AMD Ryzen 7 Octa Core - (16 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3 15AHP1...,67490.0,111094.69127585771,43604.69127585771
HP OMEN AMD Ryzen AI 7 Octa Core AI 7 350 - (24 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,132990.0,176339.85504599597,43349.855045995966
MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,67990.0,111094.69127585771,43104.69127585771
MSI Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,68990.0,111094.69127585771,42104.69127585771
HP Intel Core Ultra 5 - (16 GB/512 GB SSD/Windows 11 Home) 14-ep1150TU Thin and Light Laptop,68990.0,111094.69127585771,42104.69127585771
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (16 GB/512 GB SSD/Windows 11 Home/4 G...",68990.0,111094.69127585771,42104.69127585771
HP Victus 15 AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,69499.0,111094.69127585771,41595.69127585771
"ASUS Vivobook 14X For Creator, Intel H-Series Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Window...",69500.0,111094.69127585771,41594.69127585771
Lenovo Ideapad Gaming 3 Intel Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,69590.0,111094.69127585771,41504.69127585771
ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,69742.0,111094.69127585771,41352.69127585771
Acer Nitro V AMD Ryzen 7 Octa Core 7735HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,69750.0,111094.69127585771,41344.69127585771
DELL Inspiron Intel Core i5 13th Gen 13450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,69990.0,111094.69127585771,41104.69127585771
Acer NITRO LITE 16 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVI...,69990.0,111094.69127585771,41104.69127585771
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,69990.0,111094.69127585771,41104.69127585771
ASUS Vivobook 16X (2025) with Office 2024 + M365 Basic* Intel Core i5 13th Gen 13420H - (16 GB/512 GB ...,69990.0,111094.69127585771,41104.69127585771
Lenovo Legion Go AMD Ryzen Z1 Extreme - (16 GB/512 GB SSD/Windows 11 Home) 8APU1 Handheld Gaming PC,69990.0,111094.69127585771,41104.69127585771
MSI Intel Core i7 12th Gen 12650H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX...,69990.0,111094.69127585771,41104.69127585771
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,70050.0,111094.69127585771,41044.69127585771
Lenovo Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 83K100CJIN Laptop,70200.0,111094.69127585771,40894.69127585771
ASUS Vivobook 16X (2025) Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphi...,70990.0,111094.69127585771,40104.69127585771
Lenovo IdeaPad Gaming 3 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics...,70990.0,111094.69127585771,40104.69127585771
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,70990.0,111094.69127585771,40104.69127585771
HP Victus AMD Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,70990.0,111094.69127585771,40104.69127585771
ASUS AMD Ryzen 7 Octa Core 4th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RT...,70990.0,111094.69127585771,40104.69127585771
MSI Thin A15 B7UC AMD Ryzen 5 Hexa Core 7535HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,71190.0,111094.69127585771,39904.69127585771
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,71799.0,111094.69127585771,39295.69127585771
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,71850.0,111094.69127585771,39244.69127585771
ASUS TUF Gaming A15 AMD Ryzen 7 Hexa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,71900.0,111094.69127585771,39194.69127585771
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,71981.0,111094.69127585771,39113.69127585771
ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Octa Core 7435HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphic...,71990.0,111094.69127585771,39104.69127585771
ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,72199.0,111094.69127585771,38895.69127585771
DELL Intel Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 3511 Laptop,72480.0,111094.69127585771,38614.69127585771
MSI Thin 15 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,72500.0,111094.69127585771,38594.69127585771
"ASUS Vivobook 16X for Creator, Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",72990.0,111094.69127585771,38104.69127585771
ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Hexa Core 7445HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graph...,72990.0,111094.69127585771,38104.69127585771
Lenovo LOQ Intel Core i5 12th Gen 12450HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeF...,72990.0,111094.69127585771,38104.69127585771
Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,72990.0,111094.69127585771,38104.69127585771
Lenovo Ideapad Gaming 3 AMD Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,72990.0,111094.69127585771,38104.69127585771
Acer Aspire 7 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,72990.0,111094.69127585771,38104.69127585771
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,73490.0,111094.69127585771,37604.69127585771
"ASUS Vivobook 14X OLED For Creator, Intel H Series Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/W...",73499.0,111094.69127585771,37595.69127585771
HP VICTUS 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA Ge...,73990.0,111094.69127585771,37104.69127585771
ASUS TUF Gaming A15 (2025) AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graph...,73990.0,111094.69127585771,37104.69127585771
MSI Thin 15 Intel Core i5 13th Gen 13420H - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,73990.0,111094.69127585771,37104.69127585771
Acer ALG Gaming Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,73990.0,111094.69127585771,37104.69127585771
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDIA GeForc...,73990.0,111094.69127585771,37104.69127585771
